-36.6581	40.8233	-1.97504	0.0462664	0.497876	0.866013
-9.03355	-9.85996	-9.9765	0.813111	0.352219	0.463456
35.7556	-16.3028	-7.8211	0.75694	0.499801	0.420999
-46.3643	29.4626	46.6366	0.342229	0.372342	0.862694
31.3654	5.27511	-8.17387	-0.537034	-0.826075	-0.170865
-20.283	-15.131	-46.7197	0.309477	-0.946872	-0.0875054
-34.7545	14.6344	-16.8682	-0.00889855	0.411898	0.911186
-2.65302	26.9711	0.623119	0.011263	-0.254675	-0.966961
11.4646	28.763	24.2585	0.0377402	-0.0623391	-0.997341
-10.1163	-10.3498	-20.6415	-0.630176	0.540612	0.55733
-39.9271	1.99366	-28.8197	0.196354	-0.526674	0.827079
7.09934	41.9616	10.3219	-0.385862	0.756222	0.52843
46.1243	28.7157	43.0206	0.593616	-0.756215	0.275243
-10.6983	31.353	23.4817	-0.836175	0.150894	0.527297
-13.0632	13.7169	-20.2447	0.943009	-0.31801	-0.0979953
27.7645	42.4354	13.6258	0.581496	-0.725212	-0.368687
30.0462	-41.3206	-20.7413	0.135961	-0.990602	0.0149192
-35.8234	5.02787	-42.7718	-0.545771	-0.2982	0.783078
13.8012	-32.509	34.9927	-0.140781	0.987647	0.0687993
-10.9418	6.37621	-24.3586	0.300708	-0.268766	0.915062
17.4182	15.4506	26.6366	0.181035	0.932071	0.3138
37.6	-26.4516	19.5967	-0.322359	-0.478777	-0.816614
-1.07961	-29.3287	-0.689034	-0.245345	0.333051	-0.91043
-7.06054	8.97452	-18.3376	-0.70031	-0.152352	-0.697391
-32.5804	44.9129	44.3808	0.515162	-0.11529	0.849303
-3.82362	23.6758	37.8146	-0.46231	-0.838368	0.288805
-39.1993	4.72057	45.4955	-0.38214	0.125126	0.915594
-10.9391	17.8986	1.52191	-0.644234	-0.638577	-0.42093
-4.7094	-17.3017	18.0144	-0.953897	0.0432713	-0.296999
-18.7182	20.758	-24.6109	-0.603006	0.578743	0.549035
5.92476	-10.8253	39.8412	0.600717	0.754822	-0.263405
-16.4401	-22.2268	-35.6119	-0.235898	-0.911036	0.33818
-45.8449	25.6951	-15.9391	-0.0674261	0.219057	-0.97338
2.46756	-30.3669	42.0369	-0.835113	-0.547864	0.0493018
33.1315	-13.9458	37.9483	0.200945	0.936716	0.286678
28.5108	31.2321	12.6226	-0.488443	-0.734095	0.471729
17.3239	41.0342	-31.6583	-0.128265	0.410624	-0.902738
13.8179	-18.9064	35.2418	0.503296	-0.781979	-0.367697
-33.6617	25.3857	-31.0614	0.811872	0.0711073	0.579488
33.3542	-42.334	38.6981	0.679162	0.00353318	0.73398
-40.2582	12.5923	-21.1287	-0.305705	-0.13945	-0.941859
48.5845	45.1536	5.64604	0.735081	-0.264788	0.624133
